,sentence,sector
1251,"Curbing corruption - In an effort to curb corruption, the Anti-Corruption Act 2011",18
1252,"- ACA 2011 (repealing ACA 2006) was enacted, various new rules and regulations such as such Gift Rules 2009, The Debarment (of Corrupt Firms) Rules 2008 and Asset Declaration Rule 2012 have been put in place and the National Anti Corruption Strategy launched.",18
1253,"Transparency International's 2012 Corruption Perception Index ranked Bhutan 33rd among the 176 nations, an improvement of five positions from 38th in 2011.",18
1254,"Similarly, the ACC's 2012-13 annual report indicates that corruption is still a major challenge although people's perception of the prevalence of corruption is declining.",18
1255,"In 2012-2013, ACC received 449 complaints compared to 458 cases in the previous year.",18
1256,5.18.2 Key Challenges,18
1257,"Democracy and Decentralization - Democracy was introduced in Bhutan in 2008, and a democratic culture has yet to find firm footing.",18
1258,The Democracy Index produced by the Economist Intelligence Unit ranks Bhutan 104 out of 167 countries in 2011.,18
1259,One area Bhutan scores low is the political participation.,18
1260,"The concern with this is if the citizens stop participating in the political process, for example not voting, then that system loses legitimacy since it is hard for it to claim that it has a political mandate of the majority of the people.",18
1261,"Therefore, education and awareness and enhancing participation particularly of youth, women and disadvantaged groups are vital.",18
1262,"To strengthen the process of decentralization, administrative and fiscal devolution of authority alone is not sufficient but of equal importance is to build the capacity of those at the grassroots to plan, implement and monitor development activities.",18
1263,Human resource strengthening at local levels both in terms of numbers and technical skills will be critical.,18
1264,"At the same time, efforts will be made to deepen fiscal decentralization such as selected revenue sharing so as to create incentives for local governments to promote more commercial activities.",18
1265,"Public Service Management - While a number of initiatives has been implemented in the past to improve public service management, efficiency, performance and public service delivery remains a challenge.",18
1266,"The rapid growth of civil service, which averaged 4 percent per annum during the last five years, and high costs, amounting to about 45 percent of the total recurrent expenditures, is a concern.",18
1267,"The turn-around time for many of the public services to its citizens, businesses and intra government services remain high and inefficient.",18
1268,"Enhancing government performance and reducing the turn-around time for public service delivery (G2C, G2B and G2G) will be key priorities.",18
1269,"Gender - Female participation in elected offices, ratio of female to male in tertiary education, female youth unemployment and gender sensitive policies and working environment are some of the challenges in ensuring gender equality.",18
1270,Corruption - While the ACC's 2012-13 annual report indicates that people's perception of the prevalence of corruption is declining it is still a challenge.,18
1271,"The major areas of concerns are the misuse of authority, misuse of government property, embezzlement and nepotism.",18
1272,5.18.4 Strategies,18
1273,"•	Education, awareness and capacity building will be one of the key strategies to enhance political participation, particularly the youth and women.",18
1274,"•	The capacity of the local governments will be strengthened through training, deployment of adequate number of technically qualified personnel and ensuring minimum facilities are available.",18
1275,•	A legislation to ensure quota for women in elected offices including the parliament and local government bodies will be drafted and presented to the Parliament.,18
